Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F126B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO AUTOFLEX* METRO [BOBINA];M;3.186375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F142;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA AUTOFLEX* 100M;RL;318.6375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
PL008B;CEA-PL 2X2,5MM;CORDAO PARALELO 2X2,5MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
PL009;CEA-PL 2X4,0MM;CORDAO PARALELO 2X4,0MM BRANCO AUTOFLEX* 100M;RL;0.0;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
PL009B;CEA-PL 2X4,0MM;CORDAO PARALELO 2X4,0MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F151;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F152;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM VERMELHO AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F153;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AMARELO AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F154;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AZUL AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F107;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F108;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F104;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F103;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F108B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
